Account Number,Reporting Period,Origination Date,Credit Limit,Outstanding Balance,CLTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Type,DTI Ratio,Loan Modification,Charge-Off Status
200273,2025-02,2021-11-10,102472,114964,68.08,7.34,Current,GA,741,HELOC,17.59,No,No
200274,2025-02,2023-01-16,22846,16610,85.91,4.58,Current,IL,658,HELOC,17.09,Yes,No
200275,2025-02,2023-10-04,36551,158954,69.94,8.65,Current,FL,771,Fixed,48.33,No,No
200276,2025-02,2021-03-30,234458,74513,87.28,7.18,Current,WA,702,Fixed,32.81,No,No
200277,2025-02,2021-02-03,100072,161664,50.97,7.47,Current,GA,509,Fixed,39.5,No,No
200278,2025-02,2021-03-28,149905,66029,87.65,5.19,Current,GA,655,HELOC,20.39,No,No
200279,2025-02,2019-02-17,12077,103188,69.79,6.24,Current,WA,703,Fixed,44.42,No,No
200280,2025-02,2015-04-28,177993,45739,71.57,6.99,Current,CA,568,HELOC,28.94,No,No
200281,2025-02,2020-03-09,226731,110841,54.22,6.67,Current,GA,660,HELOC,29.19,No,No
200282,2025-02,2015-05-18,70504,136707,57.67,5.45,Current,NY,783,HELOC,53.52,No,No
200283,2025-02,2016-05-08,218788,123850,63.06,6.28,Current,NY,509,Fixed,45.71,No,No
200284,2025-02,2017-12-06,154425,49536,77.05,8.71,Current,NY,743,Fixed,33.06,No,No
200285,2025-02,2015-05-01,113315,50008,95.27,6.84,Current,WA,537,HELOC,23.96,No,No
200286,2025-02,2015-07-23,137148,81701,58.56,6.56,Current,CA,772,HELOC,45.7,No,No
200287,2025-02,2022-11-05,60313,174561,86.63,3.78,30 Days,NY,597,Fixed,42.93,No,No
200288,2025-02,2022-02-10,30715,12130,95.91,8.49,Current,GA,831,HELOC,16.37,No,No
200289,2025-02,2015-08-08,38606,197241,96.08,4.32,Current,CA,657,Fixed,31.75,No,No
200290,2025-02,2019-09-24,68149,137173,86.82,8.41,Current,WA,770,HELOC,49.66,No,No
200291,2025-02,2023-09-22,166189,41683,89.92,8.14,Current,WA,534,HELOC,20.21,No,No
200292,2025-02,2020-09-11,162119,190253,89.48,7.98,Current,CA,593,Fixed,54.23,No,No
200293,2025-02,2016-03-23,204929,40069,85.17,8.09,Current,WA,848,Fixed,19.52,No,No
200294,2025-02,2018-12-26,33978,189207,87.06,7.78,Current,NY,785,Fixed,16.59,Yes,No
200295,2025-02,2023-10-07,15847,126981,84.03,6.54,Current,FL,602,HELOC,34.34,No,No
200296,2025-02,2022-10-01,115770,131246,68.02,3.72,Current,CA,636,Fixed,18.36,No,No
200297,2025-02,2022-06-12,16192,101027,66.31,5.32,Current,IL,643,HELOC,20.73,No,No
200298,2025-02,2022-09-14,126628,140169,71.13,6.87,Current,CA,783,HELOC,54.49,No,No
200299,2025-02,2017-06-02,221112,126215,60.64,6.89,Current,FL,829,HELOC,30.62,No,No
200300,2025-02,2023-04-03,91252,166012,61.55,7.39,Current,NY,607,Fixed,38.56,No,No
200301,2025-02,2017-11-26,157551,29009,95.94,3.19,Current,GA,820,HELOC,51.06,No,No
200302,2025-02,2017-11-24,113241,63771,53.28,7.67,Current,FL,648,HELOC,34.3,Yes,No
200303,2025-02,2015-01-23,221822,132991,97.28,3.37,Current,FL,708,Fixed,47.91,No,No
200304,2025-02,2021-09-25,106071,111508,53.23,5.73,30 Days,TX,824,Fixed,52.89,No,No
200305,2025-02,2016-06-17,31242,91529,76.76,8.53,Current,GA,763,Fixed,40.64,No,No
200306,2025-02,2015-04-21,97247,69019,87.34,7.94,Current,NY,519,Fixed,54.22,No,No
200307,2025-02,2020-03-24,22769,130671,79.45,7.42,Current,CA,561,HELOC,27.73,No,No
200308,2025-02,2019-11-14,171064,34833,69.39,4.7,Current,TX,685,HELOC,44.2,No,No
200309,2025-02,2020-09-06,75358,156549,70.67,3.32,30 Days,FL,742,HELOC,37.51,No,No
200310,2025-02,2019-03-28,208317,123238,86.2,7.94,Current,CA,679,HELOC,42.66,No,No
200311,2025-02,2017-03-19,173664,167359,78.84,6.44,Current,CA,710,Fixed,21.5,No,No
200312,2025-02,2015-12-10,51000,182008,81.64,8.7,Current,WA,663,HELOC,32.53,No,No
200313,2025-02,2015-07-08,69532,88877,54.21,3.34,Current,NY,541,HELOC,32.03,No,Yes
200314,2025-02,2018-11-03,85170,157753,84.83,6.18,Current,TX,703,Fixed,33.61,No,No
200315,2025-02,2023-03-28,39185,163745,80.44,6.07,Current,FL,501,Fixed,29.35,No,No
200316,2025-02,2016-05-29,191275,174242,91.94,6.32,Current,TX,599,Fixed,51.58,No,No
200317,2025-02,2018-07-09,105529,18647,60.36,6.44,Current,IL,688,Fixed,40.41,No,No
200318,2025-02,2018-12-22,206139,57736,88.95,4.52,Current,FL,699,Fixed,19.13,No,No
200319,2025-02,2018-02-13,14829,118770,58.27,6.67,Current,FL,646,HELOC,47.2,No,No
200320,2025-02,2021-04-13,239406,37775,75.4,7.64,30 Days,WA,713,Fixed,38.42,No,No
200321,2025-02,2020-12-19,208401,81975,65.73,6.52,Current,WA,677,HELOC,18.13,No,No
200322,2025-02,2018-01-01,110790,143487,68.98,8.64,Current,CA,628,HELOC,36.51,No,No
200323,2025-02,2019-08-25,215724,98316,63.04,8.84,Current,WA,754,HELOC,17.08,No,Yes
200324,2025-02,2018-03-11,114622,123528,74.08,3.92,90+ Days,NY,588,HELOC,52.41,No,No
200325,2025-02,2022-11-22,78667,13914,52.01,6.67,Current,TX,689,HELOC,17.09,No,No
200326,2025-02,2021-09-04,17541,25417,89.29,8.33,Current,CA,712,HELOC,40.53,No,No
200327,2025-02,2022-05-02,54909,16789,57.45,5.2,Current,GA,500,Fixed,40.23,No,No
200328,2025-02,2023-04-15,67619,12992,92.03,3.82,Current,GA,668,HELOC,23.39,No,No
200329,2025-02,2016-09-01,77889,128438,67.87,4.23,Current,TX,654,Fixed,40.16,No,No
200330,2025-02,2018-03-05,181625,176469,66.93,7.15,Current,NY,531,HELOC,54.08,No,No
200331,2025-02,2022-05-30,47184,57295,69.14,3.93,Current,NY,576,Fixed,16.66,No,No
200332,2025-02,2015-01-08,12823,191557,67.19,4.25,Current,TX,674,HELOC,48.85,No,No
200333,2025-02,2019-06-07,109893,168467,67.71,7.82,Current,IL,713,Fixed,19.53,No,No
200334,2025-02,2022-06-19,56178,65861,51.58,3.34,Current,TX,702,Fixed,27.73,No,No
200335,2025-02,2016-03-07,95728,79251,79.66,8.03,30 Days,NY,767,Fixed,52.54,No,No
200336,2025-02,2016-02-01,92417,59827,83.7,3.15,Current,CA,695,Fixed,46.39,No,No
200337,2025-02,2018-07-31,28824,191670,85.85,6.93,Current,IL,522,HELOC,34.19,No,No
200338,2025-02,2018-01-24,49585,113163,87.73,5.03,30 Days,CA,665,Fixed,42.78,No,No
200339,2025-02,2018-08-24,144245,157563,75.45,4.72,Current,GA,536,HELOC,30.09,No,No
200340,2025-02,2016-04-24,237368,39011,83.71,6.38,Current,GA,607,Fixed,26.41,No,No
200341,2025-02,2016-04-22,130813,51306,86.89,3.57,Current,CA,551,HELOC,23.21,No,No
200342,2025-02,2018-06-29,20153,65457,96.31,8.12,30 Days,IL,706,HELOC,46.44,No,No
200343,2025-02,2016-12-04,171196,127146,96.02,7.93,Current,NY,659,Fixed,42.33,No,No
200344,2025-02,2017-12-05,188675,26505,72.65,5.9,Current,WA,801,Fixed,18.39,No,No
200345,2025-02,2016-06-15,189905,182404,91.55,4.7,Current,CA,673,Fixed,27.97,No,No
200346,2025-02,2019-08-01,233300,97760,77.1,5.34,Current,FL,510,HELOC,53.65,No,No
200347,2025-02,2023-03-21,227716,48371,80.48,8.88,Current,FL,602,Fixed,17.63,No,No
200348,2025-02,2023-08-26,189473,45222,68.49,6.45,Current,NY,574,HELOC,24.25,No,No
200349,2025-02,2023-09-26,147820,47879,51.31,5.52,Current,NY,602,Fixed,17.71,No,No
200350,2025-02,2021-01-24,81830,91927,84.82,4.57,30 Days,WA,599,HELOC,37.46,No,No
200351,2025-02,2017-09-28,40604,91914,69.69,7.94,30 Days,CA,674,HELOC,47.15,No,No
200352,2025-02,2020-08-16,247649,68635,54.01,7.44,Current,TX,754,Fixed,50.01,No,No
200353,2025-02,2015-05-12,89057,38520,69.1,7.71,Current,NY,833,HELOC,39.43,No,No
200354,2025-02,2016-10-20,118871,178278,71.4,3.32,Current,CA,682,Fixed,39.83,No,No
200355,2025-02,2018-02-02,100251,191024,52.97,7.48,Current,NY,544,Fixed,28.4,No,No
200356,2025-02,2017-09-14,50757,178621,67.93,8.06,Current,CA,667,Fixed,29.44,No,No
200357,2025-02,2016-07-16,121006,64571,63.23,8.97,Current,IL,723,Fixed,44.23,No,No
200358,2025-02,2017-11-22,17096,111639,65.31,3.71,Current,FL,636,HELOC,27.96,No,No
200359,2025-02,2017-03-20,173018,24433,62.6,3.59,Current,FL,534,HELOC,42.83,No,No
200360,2025-02,2018-04-27,70450,10136,89.07,6.56,Current,GA,554,Fixed,27.48,No,No
200361,2025-02,2018-09-29,49688,126381,55.24,8.83,Current,NY,766,Fixed,16.61,No,No
200362,2025-02,2021-06-03,32560,43309,73.12,8.29,Current,WA,608,HELOC,31.73,No,No
200363,2025-02,2022-10-29,14240,148202,84.0,6.31,Current,GA,844,HELOC,16.62,No,No
200364,2025-02,2016-08-29,48425,162504,88.95,7.92,Current,CA,817,Fixed,32.71,No,No
200365,2025-02,2015-05-29,237345,82389,87.21,5.22,Current,NY,576,Fixed,52.95,No,No
200366,2025-02,2017-09-10,120313,184391,64.43,8.29,Current,GA,706,HELOC,46.14,No,No
200367,2025-02,2015-10-13,226864,17036,94.86,6.64,Current,GA,730,Fixed,23.65,No,No
200368,2025-02,2016-02-13,246536,110359,63.14,7.28,Current,CA,533,HELOC,47.2,No,No
200369,2025-02,2020-03-11,12585,40127,82.14,6.83,Current,WA,599,HELOC,38.56,No,No
200370,2025-02,2020-05-10,185501,85623,56.89,4.24,Current,IL,732,HELOC,31.0,No,No
200371,2025-02,2016-02-13,204603,11537,56.83,5.71,Current,WA,836,Fixed,19.24,No,No
200372,2025-02,2016-11-04,208794,105084,96.63,4.4,Current,FL,787,HELOC,25.32,No,No
200373,2025-02,2017-02-22,135782,157201,74.53,6.93,Current,TX,823,HELOC,29.07,No,No
200374,2025-02,2015-05-16,66031,154102,73.4,8.18,Current,FL,698,Fixed,31.75,No,No
200375,2025-02,2020-06-30,27774,45723,57.26,5.39,Current,WA,707,Fixed,36.11,No,No
200376,2025-02,2015-06-24,58714,171598,81.22,7.56,Current,FL,504,HELOC,46.79,No,No
200377,2025-02,2023-08-28,90956,98123,64.57,4.52,Current,CA,577,Fixed,25.32,No,No
200378,2025-02,2016-06-03,112832,33712,93.41,8.57,Current,NY,643,Fixed,31.97,No,No
200379,2025-02,2019-04-24,214708,82928,65.55,7.75,Current,NY,728,HELOC,25.31,No,No
200380,2025-02,2017-02-23,175846,197168,79.1,4.2,60 Days,GA,532,Fixed,35.25,No,No
200381,2025-02,2017-03-19,177417,123488,96.7,5.88,Current,TX,677,HELOC,39.52,No,No
200382,2025-02,2018-02-12,220713,101562,76.81,5.55,Current,CA,673,HELOC,29.51,No,No
200383,2025-02,2018-09-26,235401,7570,70.38,4.07,Current,WA,517,Fixed,37.99,No,No
200384,2025-02,2016-07-25,193546,149642,91.43,5.77,Current,CA,600,Fixed,15.96,No,No
200385,2025-02,2022-03-17,121222,60127,78.78,5.49,Current,IL,604,HELOC,43.56,No,No
200386,2025-02,2016-12-27,87133,171394,51.58,8.15,Current,NY,643,HELOC,39.36,No,No
200387,2025-02,2020-05-26,137003,166812,90.53,5.76,30 Days,IL,680,Fixed,15.5,No,No
200388,2025-02,2020-09-24,228477,129267,71.15,6.06,Current,CA,805,Fixed,25.18,No,No
200389,2025-02,2017-12-17,95348,147045,65.66,5.28,Current,TX,632,Fixed,28.91,No,No
200390,2025-02,2022-12-10,68590,8543,75.0,7.72,Current,GA,631,Fixed,52.18,No,No
200391,2025-02,2020-11-15,201124,52786,85.68,6.05,Current,FL,779,Fixed,30.1,No,No
200392,2025-02,2023-01-27,199078,58626,88.63,6.42,Current,TX,648,Fixed,50.71,No,No
200393,2025-02,2017-02-17,192145,177318,87.72,4.08,Current,CA,500,Fixed,42.5,No,No
200394,2025-02,2022-04-05,32861,74876,79.23,4.65,Current,GA,588,HELOC,42.71,No,No
200395,2025-02,2019-07-23,98861,99128,80.14,7.9,Current,FL,688,HELOC,27.52,No,No
200396,2025-02,2018-12-10,240839,36195,76.23,3.78,Current,NY,793,Fixed,33.36,No,No
200397,2025-02,2018-07-14,141790,18598,90.11,8.92,Current,GA,534,HELOC,44.42,No,No
200398,2025-02,2015-08-03,241504,168059,53.77,5.87,Current,IL,511,HELOC,40.36,No,No
200399,2025-02,2019-06-20,66100,29313,68.27,7.62,Current,CA,686,Fixed,27.32,No,No
200400,2025-02,2019-09-13,104221,16742,97.77,3.84,Current,IL,576,HELOC,40.85,No,No
200401,2025-02,2023-05-16,41341,122893,81.26,6.41,Current,FL,509,HELOC,23.42,No,No
200402,2025-02,2017-09-07,55153,176543,95.88,6.96,Current,CA,817,Fixed,37.67,No,No
200403,2025-02,2018-07-17,82288,135760,87.37,7.88,Current,NY,515,Fixed,34.24,No,No
200404,2025-02,2016-07-28,215276,76736,93.38,6.89,Current,TX,692,Fixed,36.62,No,No
200405,2025-02,2022-12-19,237696,14019,99.48,5.47,Current,FL,810,HELOC,30.58,No,No
200406,2025-02,2023-12-11,221315,75281,60.96,6.53,Current,FL,690,Fixed,39.59,No,No
200407,2025-02,2018-10-10,38280,189647,68.74,7.24,Current,WA,841,HELOC,42.68,No,No
200408,2025-02,2017-12-03,66880,54438,95.63,8.76,Current,GA,815,HELOC,53.69,No,No
200409,2025-02,2023-08-31,157043,26234,87.91,3.4,Current,IL,503,HELOC,24.19,No,No
200410,2025-02,2023-06-17,159053,102459,63.96,4.04,Current,IL,724,HELOC,42.74,No,No
200411,2025-02,2018-02-02,247450,145935,97.7,6.33,Current,NY,503,Fixed,40.45,No,No
200412,2025-02,2018-07-30,216600,158024,57.05,5.99,Current,FL,650,Fixed,51.15,No,No
200413,2025-02,2015-09-08,156282,74784,65.87,7.66,Current,GA,583,Fixed,41.47,No,No
200414,2025-02,2020-02-14,104833,88424,55.26,4.23,Current,IL,829,Fixed,49.98,No,No
200415,2025-02,2018-09-27,123195,77935,56.19,7.57,Current,WA,651,HELOC,28.92,No,Yes
200416,2025-02,2021-07-23,208100,20697,52.98,5.67,60 Days,CA,651,HELOC,41.76,No,No
200417,2025-02,2022-11-16,27018,156856,73.91,4.22,Current,IL,504,Fixed,39.92,No,No
200418,2025-02,2021-07-09,46255,10297,98.47,6.1,Current,NY,537,Fixed,32.61,No,No
200419,2025-02,2022-12-05,181063,167495,53.13,6.01,Current,NY,688,HELOC,22.03,No,No
200420,2025-02,2023-10-03,223196,139164,50.38,3.65,60 Days,GA,537,HELOC,30.9,No,No
200421,2025-02,2015-10-27,138630,68837,68.6,7.7,60 Days,FL,790,Fixed,38.23,No,No
200422,2025-02,2021-12-08,40661,72491,93.54,8.74,Current,CA,529,HELOC,26.13,No,No
200423,2025-02,2016-08-31,85268,93469,62.84,8.63,Current,CA,715,HELOC,45.8,No,No
200424,2025-02,2019-05-30,37078,197556,77.41,3.76,Current,GA,705,HELOC,54.61,No,No
200425,2025-02,2020-05-18,185713,68679,86.28,4.17,Current,CA,693,HELOC,37.52,No,No
200426,2025-02,2015-10-25,134969,92408,79.38,7.55,30 Days,GA,537,Fixed,49.82,No,No
200427,2025-02,2022-08-09,212751,65621,81.34,8.74,Current,WA,602,Fixed,23.69,No,No
200428,2025-02,2015-02-06,81204,123481,88.0,4.92,Current,TX,727,Fixed,45.57,No,No
200429,2025-02,2018-12-23,224245,137635,96.63,6.48,Current,GA,680,HELOC,25.75,No,No
200430,2025-02,2016-02-28,236620,47564,79.72,8.57,Current,WA,599,Fixed,41.69,No,No
200431,2025-02,2016-02-01,84080,35065,90.75,7.18,Current,FL,536,Fixed,45.12,No,No
200432,2025-02,2019-05-04,26218,9771,80.92,5.08,Current,WA,608,HELOC,40.26,No,No
200433,2025-02,2021-11-09,118880,112393,63.49,7.57,Current,TX,693,HELOC,40.67,No,No
200434,2025-02,2023-06-14,74254,75595,52.88,4.97,Current,CA,666,Fixed,44.18,No,No
200435,2025-02,2020-04-20,105720,145781,81.4,6.71,Current,IL,829,Fixed,32.27,No,No
200436,2025-02,2020-03-27,249135,29851,60.35,3.66,Current,NY,648,HELOC,19.14,No,No
200437,2025-02,2019-11-08,149757,98823,97.19,7.03,Current,FL,827,HELOC,53.02,No,No
200438,2025-02,2021-04-12,144763,172921,50.98,5.16,Current,NY,733,HELOC,24.64,No,No
200439,2025-02,2023-09-27,137167,184785,72.71,4.34,Current,NY,840,HELOC,48.5,No,Yes
200440,2025-02,2019-03-28,77444,170639,60.81,7.12,Current,CA,650,HELOC,41.53,No,No
200441,2025-02,2019-12-26,43062,124006,93.11,5.64,Current,IL,707,HELOC,25.72,No,No
200442,2025-02,2023-11-12,144005,105834,98.08,4.85,Current,WA,547,HELOC,53.63,No,No
200443,2025-02,2018-03-10,198009,156229,89.48,5.23,Current,FL,811,Fixed,48.19,No,No
200444,2025-02,2015-01-19,172852,155981,57.89,3.64,Current,NY,545,HELOC,50.6,No,No
200445,2025-02,2021-12-20,56463,103809,70.41,6.33,Current,TX,656,HELOC,50.11,No,No
200446,2025-02,2017-12-17,93813,139024,66.62,6.73,Current,GA,799,HELOC,50.97,No,No
200447,2025-02,2016-06-17,77638,124742,75.14,5.69,Current,NY,780,HELOC,42.01,No,No
200448,2025-02,2020-07-07,190769,94032,55.62,3.21,Current,CA,729,HELOC,20.16,No,No
200449,2025-02,2019-11-11,99982,66686,96.25,5.58,Current,TX,618,HELOC,46.11,No,No
200450,2025-02,2018-07-14,19776,196793,81.96,5.99,Current,CA,661,HELOC,28.1,No,No
200451,2025-02,2018-01-26,143175,107913,67.21,3.65,Current,FL,768,Fixed,39.9,No,No
200452,2025-02,2015-06-02,181607,65676,72.61,7.87,Current,TX,643,HELOC,47.6,No,No
200453,2025-02,2016-06-27,113251,99691,90.57,6.39,Current,NY,717,Fixed,23.33,No,No
200454,2025-02,2019-03-11,199228,178027,92.14,3.39,Current,NY,826,HELOC,45.84,No,No
200455,2025-02,2021-09-10,50127,14305,85.76,7.24,Current,FL,502,HELOC,26.79,No,No
200456,2025-02,2019-12-23,102640,185399,73.02,8.78,Current,NY,607,HELOC,37.82,No,No
200457,2025-02,2022-11-06,160523,22784,85.23,7.64,Current,NY,577,Fixed,44.07,Yes,No
200458,2025-02,2020-04-01,234238,31549,65.23,5.18,Current,WA,561,HELOC,30.1,No,No
200459,2025-02,2018-12-06,154998,175515,68.54,3.7,Current,CA,509,HELOC,28.65,No,No
200460,2025-02,2021-02-16,70870,115843,93.08,8.32,Current,NY,786,HELOC,29.52,No,No
200461,2025-02,2019-10-11,17736,101730,79.69,6.59,Current,CA,654,HELOC,51.24,No,No
200462,2025-02,2020-12-20,241966,80737,62.94,5.11,Current,NY,819,HELOC,34.74,No,No
200463,2025-02,2016-09-06,39155,143819,55.01,7.78,Current,IL,595,Fixed,21.97,No,No
200464,2025-02,2015-07-24,218866,131221,86.7,3.56,Current,CA,824,Fixed,36.15,No,No
200465,2025-02,2017-07-19,238503,134318,70.71,3.28,Current,GA,844,Fixed,53.62,No,No
200466,2025-02,2022-02-11,236296,138544,56.14,6.12,Current,GA,656,HELOC,26.29,No,No
200467,2025-02,2020-07-04,46391,57885,65.41,6.54,30 Days,TX,523,Fixed,21.83,No,No
200468,2025-02,2016-08-11,193432,122187,60.28,7.03,Current,IL,695,HELOC,19.7,No,No
200469,2025-02,2019-12-12,54273,122313,61.57,4.93,Current,WA,761,Fixed,23.8,No,No
200470,2025-02,2016-03-08,16185,195706,99.33,4.41,60 Days,FL,625,HELOC,24.41,No,No
200471,2025-02,2015-06-29,111836,75175,57.49,4.89,Current,GA,693,HELOC,31.47,No,No
200472,2025-02,2017-06-18,195722,119258,57.9,8.24,Current,CA,558,Fixed,51.53,No,No
200473,2025-02,2019-10-20,240227,175701,55.53,7.16,Current,CA,709,Fixed,40.9,No,No
200474,2025-02,2018-07-23,145322,182193,54.27,5.66,Current,TX,684,HELOC,53.2,Yes,No
200475,2025-02,2017-04-06,169355,115822,73.57,8.04,Current,CA,796,HELOC,45.39,No,No
200476,2025-02,2022-03-07,191788,26542,56.37,4.78,Current,FL,568,HELOC,15.6,No,No
200477,2025-02,2019-07-31,85590,197836,95.52,7.14,Current,IL,845,Fixed,31.59,No,No
200478,2025-02,2016-07-09,63942,153572,52.12,3.79,Current,FL,514,HELOC,45.64,No,No
200479,2025-02,2018-10-13,245144,132467,90.82,7.41,Current,WA,600,HELOC,31.01,No,No
200480,2025-02,2021-09-13,18069,152169,99.49,7.74,Current,FL,672,Fixed,16.85,No,No
200481,2025-02,2022-07-05,119817,160862,63.83,4.1,30 Days,NY,578,Fixed,41.74,No,No
200482,2025-02,2023-08-21,35957,49468,55.88,8.35,60 Days,CA,841,Fixed,39.6,No,No
200483,2025-02,2015-08-22,103631,119431,74.04,4.84,Current,TX,551,Fixed,39.71,No,No
200484,2025-02,2018-01-01,206983,85083,93.82,8.69,30 Days,NY,841,HELOC,52.64,No,No
200485,2025-02,2019-04-28,49438,127408,70.82,3.09,Current,GA,719,Fixed,39.04,No,No
200486,2025-02,2020-02-03,223732,97479,51.3,3.15,Current,TX,792,Fixed,28.91,No,No
200487,2025-02,2015-09-15,224516,96954,92.35,7.31,Current,WA,767,Fixed,50.04,No,No
200488,2025-02,2016-08-02,114342,45048,57.95,4.84,Current,FL,728,Fixed,30.31,No,No
200489,2025-02,2023-08-24,179627,149676,74.22,5.31,Current,CA,619,Fixed,42.7,No,No
200490,2025-02,2019-01-30,181777,148684,75.26,4.13,Current,FL,606,HELOC,50.3,Yes,No
200491,2025-02,2017-03-24,160295,128894,97.02,4.02,Current,FL,559,HELOC,19.56,No,No
200492,2025-02,2018-08-27,190242,22797,87.19,5.99,Current,WA,555,HELOC,29.34,No,No
200493,2025-02,2019-11-25,76718,158846,67.33,6.57,Current,CA,699,HELOC,47.89,No,No
200494,2025-02,2022-09-19,43305,137496,68.81,6.54,60 Days,FL,819,HELOC,21.34,No,No
200495,2025-02,2021-02-27,112964,76674,76.38,8.13,Current,GA,512,HELOC,29.86,No,No
200496,2025-02,2021-01-14,40804,92279,65.24,8.42,30 Days,NY,764,HELOC,38.78,No,No
200497,2025-02,2019-10-20,246598,95584,92.05,3.58,Current,WA,580,HELOC,49.83,No,No
200498,2025-02,2018-08-02,38034,21445,90.31,6.06,Current,IL,743,Fixed,53.16,No,No
200499,2025-02,2022-06-11,103332,148959,77.98,4.58,Current,WA,549,HELOC,32.46,No,No
200500,2025-02,2021-12-05,209543,183581,61.99,5.15,Current,IL,628,HELOC,46.79,No,No
200501,2025-02,2020-06-03,59994,117860,82.08,5.5,30 Days,NY,589,HELOC,46.14,No,No
200502,2025-02,2022-05-22,111623,5709,79.32,7.31,Current,FL,773,Fixed,54.77,No,No
200503,2025-02,2017-01-31,131217,179718,91.3,6.65,Current,IL,798,HELOC,33.18,No,No
200504,2025-02,2017-09-12,193020,143520,81.44,8.56,Current,IL,805,Fixed,33.31,No,No
200505,2025-02,2018-02-28,142654,81740,52.83,3.78,Current,GA,655,HELOC,49.32,No,No
200506,2025-02,2015-10-15,16074,63090,85.75,6.15,Current,IL,725,Fixed,23.94,No,No
200507,2025-02,2017-05-27,50626,46717,75.95,7.74,Current,GA,804,Fixed,52.72,No,No
200508,2025-02,2022-05-12,118638,120030,85.93,5.26,Current,FL,568,Fixed,41.87,No,No
200509,2025-02,2022-09-16,209267,181884,84.17,6.99,Current,WA,743,Fixed,28.88,No,No
200510,2025-02,2015-07-09,229485,10538,79.58,4.38,Current,GA,849,Fixed,18.81,No,No
200511,2025-02,2018-01-08,179477,72874,81.99,4.38,Current,TX,743,Fixed,51.14,No,No
200512,2025-02,2023-03-06,37442,23642,67.73,3.69,Current,WA,768,Fixed,37.58,No,No
200513,2025-02,2021-10-28,145885,153787,89.92,3.71,Current,FL,647,HELOC,32.58,No,No
200514,2025-02,2018-05-20,189600,23274,70.53,8.13,Current,FL,536,HELOC,32.01,No,No
200515,2025-02,2018-11-20,178099,91854,60.82,7.25,Current,IL,783,Fixed,39.57,No,No
200516,2025-02,2021-06-16,178547,92088,73.71,5.47,Current,CA,746,Fixed,44.79,No,No
200517,2025-02,2019-06-11,200428,107067,67.58,3.8,30 Days,GA,799,Fixed,45.27,No,No
200518,2025-02,2019-07-30,62815,50029,87.68,8.74,Current,NY,790,HELOC,18.86,No,No
200519,2025-02,2023-12-20,69698,10947,62.29,6.04,Current,TX,715,HELOC,43.4,No,No
200520,2025-02,2023-05-16,59850,174798,54.71,5.71,Current,WA,518,HELOC,21.73,No,No
200521,2025-02,2023-09-16,65698,22533,89.76,6.73,Current,IL,612,HELOC,25.02,No,No
200522,2025-02,2015-07-20,231714,111716,69.33,8.87,Current,NY,685,HELOC,41.72,No,No
200523,2025-02,2017-09-18,218901,193919,94.31,6.73,Current,GA,744,HELOC,16.05,No,No
200524,2025-02,2016-04-03,237353,40855,59.58,6.5,Current,FL,603,HELOC,38.96,No,No
200525,2025-02,2021-03-10,78295,120308,77.42,5.96,Current,GA,786,HELOC,24.03,No,No
200526,2025-02,2018-06-13,182710,63434,66.18,6.58,Current,CA,666,Fixed,35.29,No,No
200527,2025-02,2017-04-06,224590,90440,90.41,4.6,Current,FL,607,HELOC,25.41,No,No
200528,2025-02,2016-10-16,123294,169057,90.46,5.11,Current,GA,630,Fixed,52.49,No,No
200529,2025-02,2016-03-24,111010,142260,91.36,4.22,Current,GA,510,Fixed,44.25,No,No
200530,2025-02,2023-02-14,22162,59898,54.59,7.88,Current,GA,582,HELOC,17.42,No,No
200531,2025-02,2016-08-17,177939,124907,93.48,7.57,Current,GA,670,HELOC,15.88,No,No
200532,2025-02,2023-09-22,131218,78814,56.16,3.57,Current,NY,590,Fixed,51.22,No,No
200533,2025-02,2015-02-08,109132,147941,51.05,7.28,Current,CA,693,HELOC,44.22,No,No
200534,2025-02,2022-11-15,90068,192911,81.38,8.9,Current,FL,734,HELOC,24.75,No,No
200535,2025-02,2019-09-21,43234,90290,84.34,5.86,Current,FL,705,HELOC,16.17,No,No
200536,2025-02,2017-08-10,86276,91984,53.39,7.91,Current,NY,689,HELOC,34.17,No,No
200537,2025-02,2017-12-06,144761,68860,57.41,3.7,Current,TX,759,Fixed,48.66,No,Yes
200538,2025-02,2019-04-04,118220,106244,58.32,6.14,Current,FL,839,Fixed,32.02,No,Yes
200539,2025-02,2022-04-28,133649,19183,97.43,3.9,Current,TX,779,HELOC,30.41,No,No
200540,2025-02,2021-07-02,217367,81290,99.62,3.32,30 Days,IL,715,HELOC,28.38,No,No
