Account Number,Reporting Period,Origination Date,Loan Amount,LTV Ratio,Interest Rate,Delinquency Status,Property State,Credit Score,Loan Purpose,DTI Ratio,Loan Modification,Charge-Off Status
100278,2025-02,2016-11-16,597130,58.54,4.94,Current,NY,684,Purchase,40.26,No,No
100279,2025-02,2023-08-23,848835,63.63,4.06,Current,GA,591,Purchase,46.29,No,No
100280,2025-02,2015-04-02,50848,96.24,6.41,Current,WA,664,Cash-Out Refinance,29.03,No,No
100281,2025-02,2020-05-08,819818,76.94,2.97,Current,TX,704,Purchase,28.16,No,No
100282,2025-02,2020-09-06,654080,59.99,7.17,30 Days,WA,646,Refinance,27.49,No,No
100283,2025-02,2020-08-26,337621,69.19,4.45,Current,TX,518,Refinance,30.38,No,No
100284,2025-02,2015-11-09,373866,74.05,4.7,Current,CA,643,Refinance,45.59,No,No
100285,2025-02,2016-04-14,873179,77.2,5.55,Current,GA,540,Purchase,34.84,No,No
100286,2025-02,2022-12-16,692611,59.26,6.19,Current,CA,694,Refinance,15.32,No,No
100287,2025-02,2016-08-19,545552,66.81,5.35,Current,WA,785,Refinance,24.19,No,No
100288,2025-02,2020-11-09,128861,84.16,8.01,Current,GA,612,Refinance,29.08,No,No
100289,2025-02,2020-06-17,413816,88.74,5.5,Current,IL,756,Refinance,12.75,No,No
100290,2025-02,2023-06-08,655138,64.13,3.04,Current,TX,728,Refinance,19.21,No,Yes
100291,2025-02,2022-03-03,162127,82.4,5.39,Current,FL,673,Purchase,25.89,No,No
100292,2025-02,2017-06-09,364942,52.06,3.87,Current,FL,838,Purchase,38.63,No,No
100293,2025-02,2015-04-04,300018,75.9,8.06,Current,GA,646,Purchase,20.13,No,No
100294,2025-02,2021-02-11,809978,86.55,3.4,Current,IL,591,Cash-Out Refinance,16.38,No,No
100295,2025-02,2021-10-23,975276,87.75,7.19,Current,TX,764,Cash-Out Refinance,46.05,No,No
100296,2025-02,2017-09-14,354713,89.25,7.88,Current,TX,744,Purchase,17.74,No,No
100297,2025-02,2015-06-01,540669,93.52,3.54,90+ Days,IL,776,Cash-Out Refinance,19.58,No,No
100298,2025-02,2023-08-24,484775,68.0,8.35,Current,FL,701,Purchase,33.87,No,No
100299,2025-02,2019-02-27,123311,94.99,6.3,Current,TX,811,Refinance,18.25,No,No
100300,2025-02,2023-09-14,574679,81.87,3.49,Current,WA,815,Purchase,32.09,No,No
100301,2025-02,2023-06-04,188849,60.96,2.8,Current,CA,612,Purchase,45.44,No,No
100302,2025-02,2018-06-17,70389,78.52,3.02,Current,NY,540,Cash-Out Refinance,27.93,No,No
100303,2025-02,2018-04-27,606054,58.79,7.65,Current,CA,511,Cash-Out Refinance,21.04,No,No
100304,2025-02,2022-12-17,787957,95.92,7.22,Current,CA,647,Refinance,12.85,No,No
100305,2025-02,2019-09-10,321067,65.93,5.66,Current,CA,818,Cash-Out Refinance,12.76,No,No
100306,2025-02,2020-05-28,280607,63.09,3.85,Current,WA,808,Cash-Out Refinance,15.59,No,No
100307,2025-02,2019-02-14,597418,67.96,3.76,Current,NY,580,Cash-Out Refinance,23.13,No,No
100308,2025-02,2017-04-02,589168,93.42,6.39,Current,IL,597,Refinance,36.18,No,No
100309,2025-02,2022-03-01,993980,56.63,4.65,30 Days,IL,577,Purchase,43.1,No,No
100310,2025-02,2016-10-20,976596,78.12,7.12,Current,FL,628,Purchase,23.62,No,No
100311,2025-02,2015-03-03,295969,95.52,5.01,Current,FL,757,Cash-Out Refinance,49.01,No,No
100312,2025-02,2018-08-06,696924,61.43,6.19,60 Days,GA,847,Cash-Out Refinance,30.57,No,No
100313,2025-02,2022-01-25,170794,51.49,7.02,Current,TX,520,Refinance,40.64,No,No
100314,2025-02,2016-10-02,707325,96.71,6.72,Current,CA,643,Refinance,28.9,No,No
100315,2025-02,2020-05-11,818079,75.34,4.01,Current,NY,535,Cash-Out Refinance,10.65,No,No
100316,2025-02,2018-08-30,701722,82.56,4.3,Current,WA,673,Cash-Out Refinance,26.98,No,No
100317,2025-02,2017-05-01,448476,66.25,6.04,Current,NY,672,Purchase,18.08,No,No
100318,2025-02,2017-03-25,427265,93.42,5.33,Current,TX,567,Refinance,12.71,No,No
100319,2025-02,2020-07-08,917236,59.55,6.38,Current,WA,649,Cash-Out Refinance,45.85,No,No
100320,2025-02,2015-04-29,986948,75.71,6.77,30 Days,TX,712,Cash-Out Refinance,32.51,No,No
100321,2025-02,2023-04-05,995336,84.53,4.27,Current,FL,691,Cash-Out Refinance,10.26,Yes,No
100322,2025-02,2018-11-17,66130,59.46,3.34,Current,TX,704,Refinance,30.8,No,No
100323,2025-02,2019-04-04,748677,56.64,5.73,Current,CA,586,Cash-Out Refinance,32.52,No,No
100324,2025-02,2017-06-13,979614,53.03,8.25,Current,CA,701,Refinance,47.57,Yes,No
100325,2025-02,2022-04-22,132247,62.05,7.46,Current,TX,542,Refinance,40.07,No,No
100326,2025-02,2016-02-20,416750,75.74,7.75,Current,NY,555,Purchase,39.06,No,No
100327,2025-02,2018-06-10,337370,64.03,4.19,30 Days,TX,534,Purchase,39.45,No,No
100328,2025-02,2022-10-26,180424,68.95,6.1,Current,CA,512,Refinance,14.05,No,No
100329,2025-02,2019-04-07,60818,81.93,4.37,30 Days,WA,557,Purchase,31.76,No,No
100330,2025-02,2018-10-21,106318,67.63,4.87,Current,TX,823,Cash-Out Refinance,37.76,No,No
100331,2025-02,2021-02-07,787924,50.24,3.36,Current,CA,665,Cash-Out Refinance,12.72,No,No
100332,2025-02,2020-08-30,81436,64.33,5.03,Current,IL,608,Purchase,47.17,No,No
100333,2025-02,2021-09-15,295001,83.43,7.73,Current,CA,719,Cash-Out Refinance,33.75,No,No
100334,2025-02,2022-04-27,491230,70.21,7.38,Current,IL,613,Refinance,48.05,No,No
100335,2025-02,2022-05-07,521851,75.77,7.48,60 Days,GA,793,Cash-Out Refinance,18.54,No,No
100336,2025-02,2022-04-04,608133,53.11,4.87,Current,GA,562,Refinance,12.7,No,No
100337,2025-02,2019-03-21,806489,88.25,2.75,Current,WA,518,Purchase,11.49,Yes,No
100338,2025-02,2019-10-14,194464,72.31,4.38,30 Days,CA,694,Refinance,47.79,No,No
100339,2025-02,2021-05-04,808779,51.24,6.25,30 Days,CA,650,Refinance,27.97,Yes,No
100340,2025-02,2022-03-24,453586,58.85,7.16,Current,WA,717,Refinance,42.27,No,No
100341,2025-02,2020-04-25,966235,69.29,2.85,Current,FL,560,Refinance,15.04,No,No
100342,2025-02,2022-07-29,748231,80.84,5.42,Current,FL,704,Purchase,19.62,No,No
100343,2025-02,2017-05-03,871315,51.0,6.69,30 Days,CA,784,Refinance,17.84,Yes,No
100344,2025-02,2022-03-14,119614,94.53,6.28,Current,FL,735,Refinance,36.11,No,No
100345,2025-02,2019-11-13,180594,89.42,7.79,Current,CA,595,Purchase,48.51,No,No
100346,2025-02,2016-06-06,163938,53.28,5.48,Current,TX,809,Purchase,18.8,No,No
100347,2025-02,2019-06-27,302094,96.37,4.78,Current,TX,686,Purchase,13.62,No,No
100348,2025-02,2017-09-27,143767,71.55,7.1,Current,FL,703,Purchase,24.38,No,No
100349,2025-02,2018-08-07,339997,50.06,3.59,Current,TX,753,Cash-Out Refinance,45.85,No,No
100350,2025-02,2015-01-16,186193,56.4,3.46,Current,TX,809,Purchase,17.97,No,No
100351,2025-02,2020-10-19,861295,93.74,4.5,Current,TX,826,Cash-Out Refinance,10.38,No,No
100352,2025-02,2019-06-08,97665,89.78,3.74,Current,IL,765,Cash-Out Refinance,40.56,No,No
100353,2025-02,2019-11-09,767723,50.48,4.07,Current,WA,641,Refinance,10.48,No,No
100354,2025-02,2022-08-25,586423,94.75,6.95,Current,FL,597,Refinance,33.01,No,No
100355,2025-02,2021-10-25,169588,51.09,4.83,Current,FL,634,Purchase,40.86,No,No
100356,2025-02,2023-08-18,622568,95.16,5.04,Current,TX,544,Refinance,13.9,No,No
100357,2025-02,2020-05-24,328834,93.6,5.43,Current,TX,575,Refinance,33.9,No,No
100358,2025-02,2021-12-30,602239,83.64,5.97,Current,WA,670,Purchase,13.87,No,No
100359,2025-02,2017-03-04,762387,66.34,3.71,Current,GA,763,Cash-Out Refinance,44.25,No,No
100360,2025-02,2022-11-09,392423,75.44,7.68,Current,WA,831,Purchase,13.34,No,No
100361,2025-02,2019-09-30,558099,63.01,7.87,Current,TX,659,Purchase,29.01,No,No
100362,2025-02,2016-04-17,694219,80.42,4.21,Current,WA,819,Cash-Out Refinance,39.95,No,No
100363,2025-02,2017-12-29,475792,50.64,6.21,Current,TX,775,Purchase,44.93,No,No
100364,2025-02,2017-10-25,296452,69.18,3.47,Current,NY,619,Cash-Out Refinance,11.66,No,No
100365,2025-02,2018-02-01,313228,64.91,6.72,Current,WA,727,Cash-Out Refinance,11.51,No,No
100366,2025-02,2023-03-19,673025,69.38,2.96,Current,TX,695,Purchase,38.38,No,No
100367,2025-02,2019-01-04,157058,51.0,6.91,30 Days,IL,506,Refinance,35.66,No,No
100368,2025-02,2016-12-26,263899,70.3,8.41,Current,GA,721,Refinance,31.5,No,No
100369,2025-02,2016-06-14,155628,81.12,7.31,Current,WA,539,Purchase,15.76,No,No
100370,2025-02,2016-04-03,620295,53.5,6.72,Current,IL,832,Refinance,36.51,No,No
100371,2025-02,2019-02-08,180763,97.13,6.48,Current,GA,750,Cash-Out Refinance,42.65,No,No
100372,2025-02,2016-12-03,574380,58.89,4.85,Current,WA,648,Cash-Out Refinance,21.85,No,No
100373,2025-02,2023-08-06,443342,68.05,7.92,Current,NY,659,Purchase,23.59,No,No
100374,2025-02,2021-11-21,372162,52.37,6.93,Current,WA,826,Purchase,41.05,No,No
100375,2025-02,2021-02-24,330757,59.87,3.85,30 Days,GA,781,Refinance,49.0,No,No
100376,2025-02,2020-10-25,182855,72.1,5.49,Current,FL,841,Refinance,34.6,No,No
100377,2025-02,2022-02-22,753704,60.65,7.21,Current,FL,823,Purchase,27.73,No,No
100378,2025-02,2023-01-20,611085,89.64,3.68,Current,CA,748,Cash-Out Refinance,45.37,No,No
100379,2025-02,2015-02-12,755060,70.44,5.68,90+ Days,IL,709,Refinance,32.04,No,No
100380,2025-02,2023-12-14,779280,93.29,5.25,30 Days,WA,641,Purchase,47.34,No,No
100381,2025-02,2019-12-24,405843,81.04,2.91,Current,IL,563,Purchase,34.86,No,No
100382,2025-02,2021-07-08,126662,85.14,4.57,Current,IL,809,Refinance,24.15,No,No
100383,2025-02,2020-03-05,524280,71.45,2.76,Current,NY,778,Cash-Out Refinance,49.8,No,No
100384,2025-02,2015-10-26,617714,92.42,5.91,Current,GA,837,Purchase,12.84,No,No
100385,2025-02,2016-03-03,365011,98.66,7.96,Current,WA,774,Purchase,46.22,No,No
100386,2025-02,2022-09-06,688261,81.06,3.91,Current,TX,733,Refinance,39.25,No,No
100387,2025-02,2015-08-08,624384,73.1,4.13,Current,NY,774,Refinance,23.58,No,No
100388,2025-02,2018-08-23,793031,90.81,2.61,Current,CA,768,Purchase,23.56,No,No
100389,2025-02,2022-10-30,860789,55.86,7.4,Current,NY,707,Cash-Out Refinance,48.79,No,No
100390,2025-02,2016-12-25,684051,70.51,4.27,30 Days,TX,607,Cash-Out Refinance,19.88,No,No
100391,2025-02,2017-06-16,334337,67.54,4.26,Current,IL,747,Refinance,17.0,No,No
100392,2025-02,2016-01-16,596088,95.35,3.46,Current,CA,812,Cash-Out Refinance,35.39,No,Yes
100393,2025-02,2021-02-26,233292,92.71,6.41,Current,TX,667,Cash-Out Refinance,44.77,No,No
100394,2025-02,2018-09-03,552418,92.64,4.5,30 Days,IL,718,Refinance,26.44,No,No
100395,2025-02,2022-05-26,967779,99.09,4.79,Current,NY,705,Refinance,30.74,No,No
100396,2025-02,2019-12-04,354188,92.58,3.39,Current,IL,684,Refinance,18.36,No,No
100397,2025-02,2017-11-08,811139,93.31,5.67,Current,TX,748,Purchase,12.91,No,No
100398,2025-02,2019-02-01,670378,52.78,3.29,60 Days,CA,627,Refinance,42.49,No,No
100399,2025-02,2015-09-08,614110,80.97,4.22,90+ Days,IL,734,Refinance,22.51,No,No
100400,2025-02,2022-09-30,946186,98.89,2.6,Current,WA,732,Refinance,15.48,No,No
100401,2025-02,2021-12-07,197615,79.71,7.52,Current,TX,775,Purchase,28.21,No,No
100402,2025-02,2016-10-14,782934,73.86,5.92,Current,TX,592,Cash-Out Refinance,26.68,No,No
100403,2025-02,2016-01-04,234375,58.72,2.53,Current,NY,589,Cash-Out Refinance,11.53,No,No
100404,2025-02,2021-04-25,963748,77.29,4.6,Current,GA,838,Purchase,44.24,No,No
100405,2025-02,2021-01-26,903147,59.2,6.6,Current,NY,756,Purchase,38.17,No,No
100406,2025-02,2022-01-06,787537,73.12,2.67,Current,FL,807,Purchase,25.79,No,No
100407,2025-02,2023-11-27,976686,59.29,4.53,Current,TX,806,Purchase,27.4,No,No
100408,2025-02,2021-02-25,316936,56.81,4.06,Current,TX,567,Purchase,35.58,No,No
100409,2025-02,2015-07-31,189450,79.19,8.02,Current,GA,503,Cash-Out Refinance,29.25,No,No
100410,2025-02,2018-08-27,821596,98.67,7.81,Current,FL,532,Refinance,40.18,No,No
100411,2025-02,2023-07-27,670620,51.4,3.56,Current,FL,610,Refinance,29.88,No,No
100412,2025-02,2018-02-20,133269,97.86,3.44,Current,FL,503,Purchase,21.76,No,No
100413,2025-02,2019-11-18,256944,84.29,5.28,Current,NY,672,Refinance,49.66,No,No
100414,2025-02,2020-08-02,454537,99.33,2.6,Current,IL,845,Refinance,32.87,No,No
100415,2025-02,2020-05-06,75792,70.6,7.08,Current,TX,542,Refinance,33.93,No,No
100416,2025-02,2016-02-12,423976,76.15,8.48,Current,TX,641,Cash-Out Refinance,49.15,No,No
100417,2025-02,2019-01-01,713363,94.62,3.89,Current,CA,589,Purchase,41.72,No,No
100418,2025-02,2016-08-16,80144,78.77,7.04,Current,FL,631,Purchase,46.85,No,No
100419,2025-02,2017-03-25,399942,73.81,2.92,Current,GA,649,Refinance,38.15,No,No
100420,2025-02,2023-10-08,442468,71.92,3.09,Current,WA,710,Refinance,43.8,No,No
100421,2025-02,2016-08-02,658054,90.03,6.58,Current,IL,801,Refinance,25.36,No,No
100422,2025-02,2020-10-12,739559,85.65,7.59,60 Days,IL,795,Refinance,33.58,No,No
100423,2025-02,2016-11-09,810752,87.06,5.08,30 Days,IL,534,Refinance,31.08,No,No
100424,2025-02,2021-02-07,552701,71.86,7.96,Current,FL,716,Purchase,25.22,No,No
100425,2025-02,2020-09-24,980074,74.47,5.41,Current,NY,753,Purchase,31.43,No,No
100426,2025-02,2018-10-10,671759,56.04,5.68,Current,FL,706,Refinance,44.55,No,No
100427,2025-02,2023-09-25,999646,53.01,2.67,Current,GA,580,Cash-Out Refinance,14.74,No,No
100428,2025-02,2022-12-28,207608,73.67,4.42,Current,IL,583,Purchase,48.53,No,No
100429,2025-02,2015-06-03,278114,52.49,4.73,Current,FL,672,Refinance,30.65,No,No
100430,2025-02,2017-11-04,130828,97.96,4.35,Current,GA,760,Refinance,12.21,No,No
100431,2025-02,2021-06-01,527016,78.26,3.61,Current,CA,585,Purchase,23.78,No,No
100432,2025-02,2015-12-07,685246,53.97,7.5,Current,NY,749,Refinance,36.31,No,No
100433,2025-02,2020-01-24,418205,83.63,8.13,Current,GA,748,Refinance,18.27,No,No
100434,2025-02,2023-09-30,337757,99.48,5.67,Current,TX,704,Refinance,21.87,Yes,Yes
100435,2025-02,2021-02-21,209404,80.48,8.11,Current,CA,808,Refinance,33.62,No,No
100436,2025-02,2019-04-22,368570,93.3,4.13,Current,WA,598,Cash-Out Refinance,47.24,No,No
100437,2025-02,2021-01-25,913383,71.5,6.65,Current,GA,830,Purchase,24.07,No,No
100438,2025-02,2017-05-21,236855,85.27,5.12,Current,NY,535,Cash-Out Refinance,12.55,No,No
100439,2025-02,2018-07-31,463117,59.69,6.02,30 Days,GA,562,Purchase,45.18,No,No
100440,2025-02,2017-05-11,324720,92.28,5.97,Current,WA,507,Refinance,35.2,No,No
100441,2025-02,2021-06-17,760154,94.86,5.33,Current,IL,563,Purchase,10.31,No,No
100442,2025-02,2020-07-03,379981,69.0,7.96,Current,GA,519,Purchase,30.64,No,No
100443,2025-02,2020-07-22,70843,67.45,3.47,60 Days,CA,800,Purchase,26.21,No,No
100444,2025-02,2017-07-07,122760,85.9,6.82,Current,CA,512,Refinance,30.33,No,No
100445,2025-02,2020-01-16,98841,98.84,7.49,Current,FL,759,Refinance,38.15,No,No
100446,2025-02,2021-08-24,582484,65.41,7.33,Current,CA,537,Cash-Out Refinance,20.85,No,Yes
100447,2025-02,2019-01-23,898075,54.59,5.75,Current,WA,538,Purchase,39.3,No,No
100448,2025-02,2016-12-23,917381,52.71,5.43,Current,CA,666,Purchase,20.45,No,No
100449,2025-02,2017-04-18,575519,68.8,5.5,Current,CA,691,Refinance,16.89,No,No
100450,2025-02,2018-01-08,670934,52.1,6.13,Current,IL,569,Purchase,40.56,No,No
100451,2025-02,2018-10-07,341374,76.55,2.91,Current,WA,840,Cash-Out Refinance,25.59,No,No
100452,2025-02,2018-09-16,971206,87.77,7.54,Current,FL,617,Refinance,31.89,No,No
100453,2025-02,2022-01-19,250046,54.07,7.64,60 Days,IL,729,Cash-Out Refinance,32.12,No,No
100454,2025-02,2016-03-15,757333,50.1,5.09,Current,CA,702,Cash-Out Refinance,26.29,No,No
100455,2025-02,2015-12-09,127457,86.09,3.22,Current,GA,545,Refinance,27.94,No,No
100456,2025-02,2020-11-23,895002,65.78,4.46,Current,NY,568,Refinance,11.23,No,No
100457,2025-02,2015-06-25,687839,73.11,5.68,Current,TX,633,Refinance,35.25,No,No
100458,2025-02,2020-05-29,443714,71.45,4.8,Current,IL,570,Cash-Out Refinance,16.88,No,No
100459,2025-02,2019-10-01,800478,69.18,4.04,30 Days,GA,637,Refinance,33.32,No,No
100460,2025-02,2016-04-30,847192,93.82,5.85,Current,TX,841,Purchase,46.06,No,No
100461,2025-02,2021-01-10,670064,78.64,6.99,Current,NY,623,Purchase,41.41,No,No
100462,2025-02,2017-12-19,368439,51.87,6.79,Current,WA,768,Purchase,20.62,No,No
100463,2025-02,2021-04-15,702131,84.46,5.5,30 Days,IL,643,Refinance,43.37,No,No
100464,2025-02,2015-03-28,168862,52.09,6.44,Current,IL,579,Refinance,14.98,No,No
100465,2025-02,2022-08-13,350453,65.79,7.13,Current,WA,526,Purchase,45.37,No,No
100466,2025-02,2019-02-05,802592,99.32,6.1,Current,WA,794,Purchase,22.37,No,No
100467,2025-02,2021-10-13,686748,71.11,4.6,Current,NY,813,Refinance,22.83,No,No
100468,2025-02,2022-06-27,235626,80.83,7.22,Current,CA,800,Purchase,37.29,No,No
100469,2025-02,2018-02-10,249700,76.26,3.49,Current,NY,703,Refinance,44.92,No,No
100470,2025-02,2019-04-08,517818,60.78,5.61,Current,GA,570,Purchase,38.07,No,No
100471,2025-02,2021-04-05,640657,90.16,4.66,Current,NY,529,Cash-Out Refinance,40.93,No,No
100472,2025-02,2020-12-02,827699,70.65,5.65,Current,TX,623,Cash-Out Refinance,21.89,No,No
100473,2025-02,2015-06-11,172725,77.71,4.96,Current,TX,656,Purchase,27.4,No,No
100474,2025-02,2023-03-01,696787,71.19,7.25,Current,IL,743,Cash-Out Refinance,28.87,No,No
100475,2025-02,2019-03-20,957692,62.26,4.85,Current,TX,636,Refinance,47.17,No,No
100476,2025-02,2017-09-10,489325,99.23,5.3,Current,GA,569,Purchase,47.01,No,No
100477,2025-02,2015-02-22,394344,53.25,5.39,30 Days,TX,501,Refinance,29.66,No,No
100478,2025-02,2018-09-28,721702,93.9,6.96,Current,CA,655,Cash-Out Refinance,12.5,No,No
100479,2025-02,2017-04-21,732146,92.0,8.44,Current,CA,790,Purchase,19.21,No,Yes
100480,2025-02,2022-02-08,646634,69.23,4.16,Current,WA,501,Cash-Out Refinance,21.23,No,No
100481,2025-02,2022-03-12,496377,83.79,5.82,Current,IL,692,Cash-Out Refinance,26.34,No,No
100482,2025-02,2020-11-03,418288,94.6,7.68,Current,TX,740,Refinance,16.98,No,No
100483,2025-02,2020-11-18,625003,65.94,3.33,Current,FL,758,Purchase,19.1,No,No
100484,2025-02,2020-02-28,199654,85.32,8.46,Current,CA,550,Purchase,40.7,Yes,No
100485,2025-02,2023-03-15,426950,94.77,8.14,Current,IL,841,Cash-Out Refinance,23.43,No,No
100486,2025-02,2019-07-09,948958,98.31,7.71,Current,IL,532,Purchase,23.45,Yes,No
100487,2025-02,2023-08-09,268714,53.41,6.2,Current,GA,812,Refinance,40.14,No,No
100488,2025-02,2019-03-11,414990,59.42,3.76,Current,TX,552,Cash-Out Refinance,46.87,No,No
100489,2025-02,2016-09-15,939370,62.9,3.48,30 Days,TX,834,Refinance,16.75,No,No
100490,2025-02,2015-04-05,625418,68.84,6.04,Current,NY,554,Purchase,20.66,No,No
100491,2025-02,2021-10-03,728924,66.02,5.02,Current,NY,542,Refinance,18.03,No,No
100492,2025-02,2020-10-08,476513,93.36,4.01,30 Days,GA,731,Purchase,13.83,No,No
100493,2025-02,2023-01-08,988313,69.81,5.2,Current,GA,527,Refinance,44.43,No,No
100494,2025-02,2022-12-17,96763,98.0,8.19,Current,CA,829,Purchase,16.66,No,No
100495,2025-02,2015-12-11,802516,64.09,2.94,Current,IL,785,Refinance,12.71,No,No
100496,2025-02,2022-07-15,246857,52.12,4.43,Current,FL,539,Purchase,27.69,No,No
100497,2025-02,2022-07-11,789805,77.82,4.15,Current,FL,522,Cash-Out Refinance,49.62,No,No
100498,2025-02,2016-06-17,310127,62.88,3.78,Current,IL,532,Refinance,12.46,Yes,No
100499,2025-02,2023-01-29,962820,84.26,4.64,30 Days,NY,786,Cash-Out Refinance,35.14,No,No
100500,2025-02,2016-12-14,351746,97.65,7.5,Current,CA,615,Refinance,22.21,No,No
100501,2025-02,2015-04-19,886941,58.29,6.01,Current,NY,656,Cash-Out Refinance,10.95,No,Yes
100502,2025-02,2023-02-26,928244,88.23,5.11,Current,WA,741,Refinance,45.83,No,No
100503,2025-02,2022-11-22,433181,95.46,3.94,Current,IL,550,Cash-Out Refinance,43.98,No,No
100504,2025-02,2015-08-02,613606,93.32,5.57,Current,TX,711,Refinance,35.46,Yes,No
100505,2025-02,2019-07-01,519655,61.0,5.89,Current,CA,673,Cash-Out Refinance,41.08,No,No
100506,2025-02,2023-08-09,664390,92.54,3.91,Current,TX,669,Refinance,15.68,No,No
100507,2025-02,2017-01-17,220553,69.18,8.24,Current,TX,761,Cash-Out Refinance,26.41,No,No
100508,2025-02,2019-08-02,242340,87.3,7.8,Current,TX,729,Cash-Out Refinance,40.98,No,No
100509,2025-02,2016-09-18,107918,83.52,7.53,Current,FL,626,Purchase,42.92,No,Yes
100510,2025-02,2022-04-29,467662,86.47,8.2,Current,CA,534,Purchase,49.14,No,No
100511,2025-02,2018-01-06,185732,79.76,2.5,Current,WA,632,Cash-Out Refinance,36.16,No,No
100512,2025-02,2020-05-23,733466,76.58,6.98,Current,FL,708,Refinance,25.73,No,No
100513,2025-02,2023-10-26,767022,62.76,4.32,Current,WA,568,Cash-Out Refinance,40.02,No,No
100514,2025-02,2022-05-05,614290,50.07,7.55,Current,IL,544,Purchase,29.44,No,No
100515,2025-02,2019-03-11,654916,74.04,4.03,Current,NY,566,Cash-Out Refinance,24.55,No,No
100516,2025-02,2016-05-18,400642,69.78,4.34,Current,FL,750,Purchase,42.58,No,No
100517,2025-02,2020-07-26,817909,52.98,4.05,Current,TX,666,Purchase,25.98,No,No
100518,2025-02,2018-07-13,867031,54.64,7.09,Current,WA,574,Cash-Out Refinance,46.36,No,No
100519,2025-02,2019-10-07,199959,87.83,6.29,Current,WA,822,Purchase,32.25,No,No
100520,2025-02,2018-09-09,420713,78.22,5.27,Current,CA,515,Cash-Out Refinance,33.09,No,No
100521,2025-02,2016-09-11,302271,59.48,7.08,Current,IL,844,Refinance,48.77,No,No
100522,2025-02,2019-08-30,741043,57.26,6.56,Current,TX,707,Purchase,44.66,No,No
100523,2025-02,2020-11-28,817637,57.08,3.36,Current,NY,724,Purchase,21.16,No,No
100524,2025-02,2019-01-30,735709,50.92,5.8,Current,TX,686,Purchase,29.73,No,No
100525,2025-02,2017-12-12,505073,61.41,2.87,Current,WA,827,Purchase,49.29,No,No
100526,2025-02,2018-09-23,309057,74.02,7.14,Current,FL,718,Refinance,33.12,No,No
100527,2025-02,2021-12-09,563145,95.07,3.91,Current,NY,635,Refinance,37.65,No,No
100528,2025-02,2016-01-31,260397,77.36,2.62,Current,TX,638,Cash-Out Refinance,42.53,No,No
100529,2025-02,2015-05-21,990346,92.85,8.41,Current,CA,679,Refinance,43.6,No,No
100530,2025-02,2016-05-01,659321,75.17,7.14,Current,FL,735,Refinance,47.27,Yes,No
100531,2025-02,2021-07-02,954059,76.89,4.05,Current,WA,795,Refinance,19.17,No,No
100532,2025-02,2023-03-23,613961,57.94,5.96,Current,NY,718,Cash-Out Refinance,24.55,No,No
100533,2025-02,2021-03-15,821140,62.94,7.13,Current,IL,550,Cash-Out Refinance,49.87,No,No
100534,2025-02,2019-02-10,363629,77.73,7.66,Current,TX,809,Refinance,24.62,No,No
100535,2025-02,2020-04-19,972754,62.13,5.89,Current,GA,782,Refinance,48.31,No,No
100536,2025-02,2018-03-03,139830,81.97,7.14,Current,GA,503,Purchase,10.83,No,No
100537,2025-02,2021-04-30,462125,56.29,4.85,30 Days,WA,719,Cash-Out Refinance,35.99,No,No
100538,2025-02,2019-12-14,748017,51.68,3.7,Current,CA,834,Refinance,18.62,No,No
