Account Number,Reporting Period,Loan Type,Origination Date,Loan Amount,Credit Limit,Outstanding Balance,LTV Ratio,DTI Ratio,Interest Rate,Delinquency Status,Credit Score,Property State,Loan Purpose,Loan Modification,Charge-Off Status,Origination Channel,Loan Term (Months),ARM Fixed Term (Years),Servicer Name,Securitization Status
400166,2025-02,First Lien Mortgage,2022-07-21,301530,283177,19828,99.19,29.68,9.92,Current,635,TX,Refinance,No,No,Correspondent,180,10,Bank A,Yes
400167,2025-02,Home Equity Loan,2018-10-30,699609,292470,207548,95.51,56.48,8.65,Current,781,IL,Cash-Out Refinance,No,No,Retail,360,5,Bank C,Yes
400168,2025-02,First Lien Mortgage,2018-03-24,981404,159243,393552,46.58,15.12,8.5,Current,556,CA,Refinance,No,No,Direct,360,5,Bank B,Yes
400169,2025-02,First Lien Mortgage,2022-09-28,448759,230261,138870,69.58,37.68,9.06,Current,709,IL,Purchase,No,No,Broker,360,3,Bank B,No
400170,2025-02,First Lien Mortgage,2016-05-01,816104,430495,280792,68.13,57.17,2.92,Current,627,WA,Home Improvement,No,No,Correspondent,180,3,Non-Bank D,Yes
400171,2025-02,Home Equity Loan,2022-11-30,675668,410879,128499,99.17,10.45,7.56,Current,604,GA,Refinance,No,No,Retail,360,5,Bank B,No
400172,2025-02,First Lien Mortgage,2017-07-15,58929,320402,412610,43.83,42.68,9.31,Current,563,IL,Refinance,No,No,Correspondent,240,10,Bank B,No
400173,2025-02,First Lien Mortgage,2018-09-24,619387,205904,341452,78.71,58.64,7.34,Current,727,NY,Home Improvement,No,No,Direct,180,10,Bank B,No
400174,2025-02,Home Equity Loan,2020-07-23,301769,128926,265983,64.74,35.02,2.5,Current,828,NY,Cash-Out Refinance,No,No,Direct,360,5,Bank B,Yes
400175,2025-02,First Lien Mortgage,2018-06-04,805102,211203,145971,98.85,41.6,6.37,Current,541,GA,Refinance,No,No,Broker,360,3,Bank B,No
400176,2025-02,First Lien Mortgage,2015-02-18,590151,268567,371608,46.77,48.06,8.0,Current,693,FL,Purchase,No,Yes,Broker,360,7,Bank B,No
400177,2025-02,Home Equity Loan,2022-04-13,157490,394288,325302,66.96,32.89,8.68,Current,734,IL,Purchase,No,No,Retail,240,3,Bank B,No
400178,2025-02,Home Equity Loan,2022-01-12,126018,10856,397528,48.9,55.51,3.07,Current,653,GA,Home Improvement,No,No,Broker,360,10,Bank B,No
400179,2025-02,Home Equity Loan,2019-03-08,219324,432910,356011,78.87,25.79,9.35,Current,535,IL,Cash-Out Refinance,No,No,Correspondent,180,10,Bank A,Yes
400180,2025-02,Home Equity Loan,2019-02-26,613499,109961,293902,94.37,33.78,5.44,Current,710,FL,Cash-Out Refinance,No,No,Direct,180,3,Non-Bank D,Yes
400181,2025-02,Home Equity Loan,2020-06-25,623065,168718,181607,77.91,48.41,9.77,Current,570,FL,Cash-Out Refinance,No,No,Correspondent,360,5,Non-Bank D,No
400182,2025-02,First Lien Mortgage,2021-01-22,859074,491854,440374,66.78,57.43,8.21,Current,736,GA,Purchase,No,No,Direct,180,10,Bank A,Yes
400183,2025-02,First Lien Mortgage,2016-09-14,611963,353504,367379,64.54,49.62,4.56,Current,554,FL,Home Improvement,Yes,No,Direct,360,5,Bank B,No
400184,2025-02,Home Equity Loan,2019-12-16,726912,274781,232917,83.96,39.86,3.32,Current,583,NY,Refinance,No,No,Retail,240,7,Non-Bank D,No
400185,2025-02,Home Equity Loan,2016-01-31,737199,442237,348629,69.06,35.44,5.64,Current,786,IL,Purchase,No,No,Broker,240,7,Bank C,Yes
400186,2025-02,First Lien Mortgage,2015-09-28,245549,92021,312286,71.58,24.88,9.05,Current,614,NY,Home Improvement,No,Yes,Correspondent,180,10,Bank A,No
400187,2025-02,First Lien Mortgage,2022-09-14,830060,218738,330309,69.54,34.56,9.74,90+ Days,629,GA,Refinance,No,No,Broker,180,10,Bank B,No
400188,2025-02,First Lien Mortgage,2023-05-12,264955,435813,100346,95.35,19.12,3.58,30 Days,798,FL,Refinance,No,No,Correspondent,240,5,Bank C,No
400189,2025-02,Home Equity Loan,2023-07-07,763920,319067,402340,56.28,53.71,8.0,Current,591,CA,Purchase,No,No,Retail,360,7,Bank B,No
400190,2025-02,First Lien Mortgage,2016-08-25,115126,33737,338275,65.56,47.43,3.48,Current,714,IL,Home Improvement,No,No,Correspondent,360,7,Non-Bank D,Yes
400191,2025-02,Home Equity Loan,2021-02-23,623334,429124,273339,93.26,42.09,9.18,Current,807,IL,Refinance,No,No,Correspondent,240,5,Bank C,Yes
400192,2025-02,Home Equity Loan,2017-04-13,672395,147259,151096,71.59,40.15,4.26,Current,629,GA,Cash-Out Refinance,No,No,Retail,240,3,Bank B,No
400193,2025-02,First Lien Mortgage,2023-03-10,221674,421942,384426,47.04,22.22,3.49,Current,553,TX,Home Improvement,No,Yes,Broker,360,3,Bank A,No
400194,2025-02,Home Equity Loan,2017-02-25,972391,55572,366407,85.43,56.15,3.8,Current,680,WA,Cash-Out Refinance,No,No,Retail,360,10,Non-Bank D,Yes
400195,2025-02,Home Equity Loan,2015-09-21,259040,469738,426277,89.02,20.58,9.07,30 Days,801,WA,Refinance,No,No,Broker,180,5,Bank C,Yes
400196,2025-02,Home Equity Loan,2023-02-03,219527,70348,399027,74.52,53.49,5.73,Current,674,TX,Cash-Out Refinance,Yes,No,Direct,360,10,Non-Bank D,No
400197,2025-02,First Lien Mortgage,2021-05-23,787547,208993,425941,66.06,13.47,2.66,Current,520,GA,Home Improvement,No,No,Retail,180,7,Non-Bank D,No
400198,2025-02,Home Equity Loan,2016-12-22,153416,288453,353450,75.28,22.03,6.72,Current,509,NY,Cash-Out Refinance,No,No,Correspondent,240,5,Non-Bank D,Yes
400199,2025-02,First Lien Mortgage,2023-01-02,464327,399059,185331,97.37,20.11,5.49,Current,827,WA,Purchase,No,No,Broker,180,5,Bank A,No
400200,2025-02,Home Equity Loan,2018-10-27,283394,82816,111011,91.54,45.53,5.55,Current,782,NY,Home Improvement,No,No,Broker,360,10,Non-Bank D,Yes
400201,2025-02,First Lien Mortgage,2016-02-12,997234,303616,217802,99.12,39.94,5.13,Current,802,FL,Purchase,No,No,Broker,240,5,Bank A,No
400202,2025-02,First Lien Mortgage,2016-09-08,39949,241699,190639,53.49,59.84,9.81,Current,667,WA,Purchase,No,No,Retail,180,10,Bank A,No
400203,2025-02,Home Equity Loan,2017-04-09,440954,371942,204115,81.21,47.24,6.36,Current,589,IL,Purchase,No,No,Direct,360,7,Bank B,Yes
400204,2025-02,Home Equity Loan,2021-03-13,679826,198117,289787,75.63,47.65,8.73,Current,777,CA,Refinance,No,No,Broker,360,10,Bank C,Yes
400205,2025-02,Home Equity Loan,2015-04-30,713699,431945,250850,43.09,56.49,9.62,30 Days,666,CA,Purchase,No,No,Retail,240,3,Non-Bank D,No
400206,2025-02,First Lien Mortgage,2022-10-13,129225,18038,214066,92.37,24.31,2.82,Current,636,IL,Purchase,No,No,Broker,180,7,Non-Bank D,Yes
400207,2025-02,First Lien Mortgage,2019-10-05,115272,248366,381275,83.62,36.29,8.19,Current,535,TX,Home Improvement,No,No,Broker,180,7,Non-Bank D,Yes
400208,2025-02,Home Equity Loan,2015-09-22,352779,380877,283601,79.93,37.44,9.48,60 Days,821,CA,Home Improvement,Yes,No,Retail,240,5,Non-Bank D,Yes
400209,2025-02,First Lien Mortgage,2016-09-30,294162,192874,216740,98.39,43.63,4.49,60 Days,728,NY,Home Improvement,No,No,Retail,240,3,Non-Bank D,Yes
400210,2025-02,Home Equity Loan,2016-07-30,778364,219367,323160,54.7,37.29,3.34,Current,534,CA,Purchase,No,No,Retail,360,3,Bank B,Yes
400211,2025-02,Home Equity Loan,2021-03-28,313878,34441,298790,86.68,22.83,4.68,Current,651,TX,Home Improvement,No,No,Correspondent,240,3,Bank B,Yes
400212,2025-02,Home Equity Loan,2016-01-18,325437,348155,223140,85.13,20.65,5.28,Current,530,CA,Refinance,No,No,Broker,180,3,Bank B,No
400213,2025-02,Home Equity Loan,2021-03-31,639023,483786,113563,75.34,13.43,2.63,Current,707,GA,Home Improvement,No,No,Retail,360,10,Non-Bank D,No
400214,2025-02,First Lien Mortgage,2021-01-06,764887,311396,428218,75.98,20.75,2.66,Current,752,NY,Cash-Out Refinance,No,No,Broker,240,10,Non-Bank D,No
400215,2025-02,Home Equity Loan,2020-09-28,965267,377869,230496,94.77,15.12,6.38,Current,843,GA,Purchase,No,No,Correspondent,240,7,Bank B,No
400216,2025-02,First Lien Mortgage,2021-03-24,409588,184595,245695,98.62,33.46,6.35,Current,795,WA,Home Improvement,No,No,Broker,240,7,Non-Bank D,Yes
400217,2025-02,Home Equity Loan,2015-03-10,598925,350850,86726,56.54,34.5,6.03,Current,773,GA,Cash-Out Refinance,No,No,Retail,180,7,Non-Bank D,No
400218,2025-02,First Lien Mortgage,2020-03-13,466533,466635,54484,45.0,32.31,2.96,Current,682,NY,Cash-Out Refinance,No,No,Direct,240,7,Non-Bank D,No
400219,2025-02,Home Equity Loan,2023-02-05,121689,266045,201328,61.88,24.62,2.98,60 Days,768,NY,Cash-Out Refinance,No,No,Correspondent,360,5,Bank B,No
400220,2025-02,First Lien Mortgage,2016-01-04,319482,187319,449434,64.28,42.71,8.54,Current,768,IL,Purchase,No,No,Correspondent,240,7,Bank C,Yes
400221,2025-02,First Lien Mortgage,2020-05-11,965573,258408,395908,66.0,33.31,9.19,Current,757,IL,Home Improvement,No,No,Direct,180,3,Non-Bank D,No
400222,2025-02,First Lien Mortgage,2021-02-22,537332,403982,44696,40.08,53.46,8.31,Current,519,NY,Cash-Out Refinance,No,No,Correspondent,180,10,Non-Bank D,No
400223,2025-02,Home Equity Loan,2017-08-06,585093,374779,168202,91.71,30.96,9.14,Current,826,IL,Refinance,No,No,Retail,360,7,Non-Bank D,Yes
400224,2025-02,First Lien Mortgage,2019-07-14,99962,245038,284811,89.9,50.62,8.95,Current,578,TX,Home Improvement,No,No,Retail,360,5,Bank A,No
400225,2025-02,First Lien Mortgage,2017-03-20,731419,53538,120393,93.62,31.38,4.32,Current,732,CA,Refinance,No,No,Direct,180,5,Bank A,No
400226,2025-02,First Lien Mortgage,2016-05-20,725283,296170,385830,70.69,56.25,2.98,Current,653,TX,Refinance,No,No,Correspondent,360,7,Bank B,No
400227,2025-02,First Lien Mortgage,2017-01-15,267550,316104,267698,73.97,39.06,3.07,Current,753,IL,Cash-Out Refinance,No,No,Retail,180,10,Non-Bank D,No
400228,2025-02,Home Equity Loan,2020-06-13,73254,491503,72054,62.62,30.34,4.87,Current,596,NY,Refinance,No,No,Direct,240,10,Bank B,No
400229,2025-02,First Lien Mortgage,2015-07-27,694169,423012,60069,80.86,17.2,6.94,Current,550,TX,Refinance,No,No,Direct,240,5,Bank B,No
400230,2025-02,First Lien Mortgage,2018-08-04,700755,248033,106383,93.08,59.97,5.69,Current,770,CA,Cash-Out Refinance,No,No,Broker,240,5,Non-Bank D,Yes
400231,2025-02,First Lien Mortgage,2023-09-15,531202,358944,142766,94.24,25.08,4.88,Current,749,CA,Refinance,No,No,Direct,360,3,Non-Bank D,Yes
400232,2025-02,First Lien Mortgage,2022-03-06,681371,98688,249480,41.26,41.18,3.46,Current,595,WA,Cash-Out Refinance,No,No,Direct,180,10,Bank A,No
400233,2025-02,First Lien Mortgage,2020-08-06,31732,185039,69114,63.77,36.03,3.85,Current,552,FL,Refinance,No,No,Retail,180,10,Bank B,Yes
400234,2025-02,Home Equity Loan,2016-03-15,103638,27759,120613,65.7,15.81,4.31,Current,712,TX,Home Improvement,No,No,Correspondent,240,3,Bank C,No
400235,2025-02,First Lien Mortgage,2019-09-26,297803,321352,251883,95.56,33.47,7.17,Current,614,IL,Purchase,No,No,Direct,240,10,Bank C,No
400236,2025-02,First Lien Mortgage,2023-12-16,364938,282956,271156,98.5,19.34,2.76,Current,571,NY,Refinance,No,No,Broker,240,10,Bank C,No
400237,2025-02,Home Equity Loan,2022-01-31,735811,438438,206419,93.49,53.12,7.31,Current,796,CA,Refinance,No,No,Direct,360,5,Bank C,No
400238,2025-02,First Lien Mortgage,2018-11-06,895204,353191,40303,46.85,50.07,4.22,Current,751,IL,Cash-Out Refinance,No,No,Broker,240,10,Bank B,No
400239,2025-02,Home Equity Loan,2017-05-31,427893,198200,11903,54.79,53.66,3.04,Current,749,CA,Refinance,No,No,Correspondent,240,3,Non-Bank D,No
400240,2025-02,Home Equity Loan,2020-07-25,510611,222053,405113,97.42,17.09,4.94,Current,632,WA,Cash-Out Refinance,No,No,Direct,240,3,Non-Bank D,Yes
400241,2025-02,Home Equity Loan,2017-08-26,970116,178088,111797,65.76,20.58,7.09,Current,616,NY,Refinance,No,No,Direct,180,5,Bank C,No
400242,2025-02,Home Equity Loan,2022-06-22,208104,79319,432863,59.69,45.98,3.05,Current,741,IL,Cash-Out Refinance,No,No,Broker,240,5,Bank A,Yes
400243,2025-02,First Lien Mortgage,2022-05-25,881453,365868,55050,88.01,36.57,8.92,Current,643,CA,Cash-Out Refinance,No,No,Direct,180,10,Bank C,No
400244,2025-02,First Lien Mortgage,2016-09-06,274639,19607,441303,44.6,47.39,7.55,Current,732,FL,Refinance,No,No,Retail,180,3,Bank C,Yes
400245,2025-02,Home Equity Loan,2022-09-01,232804,487071,335264,49.68,27.76,5.27,60 Days,556,NY,Cash-Out Refinance,No,No,Correspondent,360,7,Bank A,No
400246,2025-02,Home Equity Loan,2018-12-28,674631,63386,195804,90.26,27.35,8.66,30 Days,506,GA,Purchase,No,No,Direct,240,10,Non-Bank D,Yes
400247,2025-02,First Lien Mortgage,2022-01-17,774063,124658,435567,95.19,41.36,9.18,Current,645,CA,Refinance,No,No,Direct,360,3,Bank C,No
400248,2025-02,First Lien Mortgage,2018-05-30,298411,99850,132300,53.35,57.25,7.79,Current,683,CA,Cash-Out Refinance,No,No,Retail,360,10,Bank A,No
400249,2025-02,Home Equity Loan,2021-06-13,739500,483106,349494,56.47,23.29,9.55,Current,844,IL,Cash-Out Refinance,No,No,Correspondent,240,3,Non-Bank D,No
400250,2025-02,First Lien Mortgage,2017-06-21,142878,449781,225614,72.37,38.42,6.44,Current,795,GA,Purchase,No,No,Correspondent,360,7,Bank C,No
400251,2025-02,First Lien Mortgage,2017-12-19,550114,38237,114417,67.93,47.38,7.31,30 Days,589,IL,Home Improvement,No,No,Correspondent,360,5,Bank C,No
400252,2025-02,First Lien Mortgage,2019-02-06,582273,102999,248600,49.56,41.16,6.58,Current,815,TX,Home Improvement,No,No,Direct,240,7,Bank A,No
400253,2025-02,First Lien Mortgage,2016-03-21,487167,479089,77549,55.1,29.23,9.04,Current,600,TX,Purchase,No,Yes,Correspondent,360,7,Bank A,Yes
400254,2025-02,First Lien Mortgage,2020-02-09,798207,137474,355538,78.49,19.63,8.2,Current,839,NY,Refinance,No,Yes,Retail,240,7,Non-Bank D,No
400255,2025-02,Home Equity Loan,2020-02-21,810881,463685,243537,61.2,58.9,4.68,Current,614,CA,Purchase,No,No,Broker,360,5,Non-Bank D,No
400256,2025-02,Home Equity Loan,2016-11-18,401969,356264,427917,92.36,34.83,8.96,Current,700,NY,Home Improvement,Yes,No,Direct,180,7,Bank C,No
400257,2025-02,Home Equity Loan,2016-06-12,270435,388118,245431,64.59,16.82,5.98,Current,771,CA,Home Improvement,No,No,Retail,240,5,Non-Bank D,No
400258,2025-02,Home Equity Loan,2019-12-16,715884,199493,271053,74.1,22.55,2.83,Current,537,NY,Cash-Out Refinance,No,No,Correspondent,240,10,Bank C,No
400259,2025-02,First Lien Mortgage,2018-03-16,843300,281497,7799,82.89,16.42,2.81,Current,513,IL,Home Improvement,No,No,Retail,180,7,Bank C,No
400260,2025-02,Home Equity Loan,2022-09-13,447063,96883,421642,81.33,56.85,4.55,Current,654,NY,Refinance,No,No,Broker,180,7,Bank A,Yes
400261,2025-02,Home Equity Loan,2022-05-31,915492,331683,363600,54.18,15.71,8.07,Current,682,NY,Refinance,No,No,Retail,240,10,Bank A,No
400262,2025-02,First Lien Mortgage,2016-08-18,637640,183210,389051,79.44,31.85,7.88,Current,641,WA,Home Improvement,No,No,Broker,360,10,Bank A,Yes
400263,2025-02,First Lien Mortgage,2023-03-20,306176,12299,414935,56.15,30.61,5.73,Current,505,FL,Home Improvement,No,No,Broker,360,5,Bank A,No
400264,2025-02,Home Equity Loan,2020-10-18,315931,174338,235719,84.14,40.79,2.73,30 Days,842,WA,Home Improvement,No,No,Correspondent,360,7,Bank A,No
400265,2025-02,First Lien Mortgage,2015-10-28,464765,397009,373608,66.66,22.68,2.63,30 Days,763,GA,Purchase,No,No,Broker,360,5,Bank C,Yes
400266,2025-02,Home Equity Loan,2015-01-05,770960,357230,378494,97.91,34.22,4.75,Current,569,CA,Home Improvement,No,No,Broker,180,3,Bank C,No
400267,2025-02,First Lien Mortgage,2019-05-14,512776,447439,15951,65.39,23.3,6.43,Current,815,CA,Home Improvement,No,No,Correspondent,180,7,Non-Bank D,No
400268,2025-02,First Lien Mortgage,2020-02-08,907257,207129,158584,92.14,45.15,6.14,30 Days,792,IL,Cash-Out Refinance,No,No,Direct,240,10,Non-Bank D,Yes
400269,2025-02,First Lien Mortgage,2017-11-05,572721,173191,28841,41.44,18.46,2.57,Current,758,TX,Refinance,No,No,Broker,180,3,Non-Bank D,No
400270,2025-02,First Lien Mortgage,2020-12-05,706576,258915,190851,89.85,32.49,8.97,Current,695,CA,Refinance,No,No,Direct,360,5,Bank A,No
400271,2025-02,Home Equity Loan,2021-10-08,180583,196009,297708,97.2,14.96,9.79,Current,719,FL,Purchase,No,No,Correspondent,240,10,Bank B,No
400272,2025-02,First Lien Mortgage,2016-02-16,842392,44196,307380,42.28,55.52,7.79,Current,626,GA,Home Improvement,No,No,Retail,240,7,Bank C,No
400273,2025-02,First Lien Mortgage,2019-05-12,261513,46776,120286,72.83,57.11,4.15,30 Days,770,NY,Purchase,No,No,Correspondent,180,7,Bank B,No
400274,2025-02,First Lien Mortgage,2019-11-30,547392,105481,169791,44.13,41.39,6.35,Current,723,NY,Purchase,No,No,Correspondent,240,10,Bank A,No
400275,2025-02,Home Equity Loan,2021-11-25,578754,498457,116224,59.71,51.54,9.51,Current,686,CA,Home Improvement,No,Yes,Retail,240,7,Bank A,No
400276,2025-02,Home Equity Loan,2016-10-28,285718,293354,39792,97.06,13.47,8.48,Current,535,NY,Home Improvement,No,No,Correspondent,360,7,Bank C,Yes
400277,2025-02,First Lien Mortgage,2015-06-27,332314,495156,357014,41.61,33.34,2.76,Current,584,CA,Refinance,No,No,Correspondent,180,7,Bank C,No
400278,2025-02,First Lien Mortgage,2015-02-28,761166,352578,307082,99.03,17.28,3.97,Current,626,CA,Home Improvement,Yes,No,Correspondent,360,7,Bank C,No
400279,2025-02,First Lien Mortgage,2016-05-15,989067,43546,135573,63.11,57.24,6.92,Current,751,WA,Refinance,No,No,Retail,360,7,Bank C,Yes
400280,2025-02,Home Equity Loan,2020-08-06,853643,250668,319492,79.54,30.12,6.18,Current,650,TX,Purchase,No,No,Broker,360,5,Bank A,Yes
400281,2025-02,Home Equity Loan,2020-02-27,837175,278325,414071,83.21,59.94,8.0,Current,829,IL,Home Improvement,No,No,Correspondent,360,3,Bank C,No
400282,2025-02,First Lien Mortgage,2015-02-02,366988,112067,209685,50.59,11.02,7.26,Current,802,GA,Purchase,No,No,Retail,360,5,Bank B,No
400283,2025-02,First Lien Mortgage,2018-12-28,624276,293394,274890,56.8,40.88,7.88,Current,621,GA,Refinance,No,No,Retail,360,7,Bank B,Yes
400284,2025-02,First Lien Mortgage,2016-04-16,837450,53979,139446,67.02,47.62,7.42,Current,511,FL,Purchase,No,No,Correspondent,240,3,Non-Bank D,No
400285,2025-02,First Lien Mortgage,2018-12-08,760291,59302,403176,54.04,57.1,6.37,Current,508,IL,Home Improvement,No,No,Retail,180,7,Bank A,No
400286,2025-02,Home Equity Loan,2023-03-06,620690,431398,120822,42.26,57.62,9.25,Current,518,FL,Cash-Out Refinance,No,No,Broker,180,3,Bank C,No
400287,2025-02,Home Equity Loan,2021-02-24,954619,268703,181579,61.74,45.37,8.22,Current,670,GA,Cash-Out Refinance,No,No,Retail,240,10,Bank C,Yes
400288,2025-02,Home Equity Loan,2020-11-09,976333,262094,272750,89.0,54.14,5.31,Current,554,CA,Home Improvement,No,No,Direct,180,10,Bank A,No
400289,2025-02,Home Equity Loan,2020-05-03,108070,232618,371746,51.15,52.17,7.04,60 Days,713,NY,Purchase,No,No,Correspondent,360,3,Bank C,Yes
400290,2025-02,First Lien Mortgage,2016-10-07,770965,116853,153715,95.15,13.32,6.95,Current,549,FL,Home Improvement,No,No,Correspondent,180,10,Bank B,No
400291,2025-02,First Lien Mortgage,2020-12-20,802255,220895,369682,69.78,34.35,7.75,Current,581,IL,Purchase,No,No,Direct,360,5,Bank C,No
400292,2025-02,Home Equity Loan,2020-06-13,980788,491548,27780,92.55,24.04,5.5,Current,744,IL,Purchase,No,No,Retail,180,5,Bank B,Yes
400293,2025-02,Home Equity Loan,2018-12-10,446681,422483,175930,83.35,50.97,8.08,Current,718,NY,Cash-Out Refinance,No,No,Broker,180,5,Non-Bank D,Yes
400294,2025-02,First Lien Mortgage,2018-03-13,37676,87913,160754,76.2,30.97,8.09,Current,707,IL,Refinance,No,No,Direct,180,5,Bank B,Yes
400295,2025-02,Home Equity Loan,2023-11-21,506224,134963,295513,51.3,55.45,4.27,Current,840,GA,Home Improvement,No,No,Direct,180,3,Bank B,No
400296,2025-02,Home Equity Loan,2020-04-21,675697,79879,279594,55.92,10.62,3.64,Current,841,WA,Cash-Out Refinance,No,No,Retail,180,5,Non-Bank D,No
400297,2025-02,First Lien Mortgage,2018-12-24,421566,291656,313622,70.88,55.42,7.71,Current,571,CA,Cash-Out Refinance,No,No,Broker,180,5,Non-Bank D,No
400298,2025-02,First Lien Mortgage,2022-07-18,629348,428676,167956,62.73,39.45,7.09,Current,603,TX,Refinance,No,No,Retail,240,5,Bank A,No
400299,2025-02,Home Equity Loan,2023-06-17,209719,399153,423939,56.11,50.0,9.22,Current,688,IL,Refinance,No,Yes,Broker,360,10,Non-Bank D,No
400300,2025-02,First Lien Mortgage,2019-05-10,679811,342419,341682,76.86,33.81,3.78,Current,525,CA,Home Improvement,No,No,Retail,360,7,Non-Bank D,Yes
400301,2025-02,Home Equity Loan,2015-06-07,46973,376224,368065,68.94,11.27,2.86,Current,619,IL,Purchase,No,No,Retail,240,7,Bank B,Yes
400302,2025-02,First Lien Mortgage,2017-02-16,258574,211842,49378,58.97,32.62,9.44,Current,648,GA,Home Improvement,No,No,Retail,360,7,Bank B,No
400303,2025-02,First Lien Mortgage,2018-10-27,465662,400820,393144,69.04,13.25,8.88,30 Days,639,WA,Home Improvement,No,No,Broker,360,10,Bank B,No
400304,2025-02,First Lien Mortgage,2016-10-30,427108,446549,242354,92.12,11.78,9.2,Current,838,GA,Cash-Out Refinance,No,No,Correspondent,360,3,Bank B,No
400305,2025-02,Home Equity Loan,2017-06-05,387993,342743,403331,85.0,51.7,7.38,Current,848,NY,Cash-Out Refinance,No,No,Broker,240,3,Bank C,No
400306,2025-02,Home Equity Loan,2019-06-11,327904,284371,205253,94.61,21.55,3.13,Current,546,GA,Purchase,No,No,Retail,240,10,Bank A,No
400307,2025-02,Home Equity Loan,2015-12-26,985078,338996,293146,79.43,13.05,4.05,Current,650,WA,Cash-Out Refinance,No,No,Correspondent,360,5,Bank B,No
400308,2025-02,First Lien Mortgage,2021-10-20,776985,223639,13682,66.46,27.1,7.31,30 Days,804,WA,Purchase,No,No,Retail,240,10,Bank B,No
400309,2025-02,Home Equity Loan,2015-11-02,368876,311371,233597,72.94,21.87,3.81,Current,617,FL,Refinance,No,No,Retail,360,7,Bank B,No
400310,2025-02,Home Equity Loan,2023-04-02,114080,59178,426755,47.78,54.05,7.08,30 Days,848,NY,Purchase,No,No,Retail,360,10,Bank B,No
400311,2025-02,First Lien Mortgage,2019-05-20,332833,52936,368900,74.64,37.36,7.19,Current,696,CA,Purchase,No,No,Retail,180,7,Bank A,Yes
